indiv,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
PHV63,7.7760757118,3236.35164987639,279.34972411182224,69.10610322795,72.63872828926,210.52345790214002,236.67149629766666,115.22467568012
PHW65,8.47235642574,3205.04873685744,306.6664692485112,69.84548670494999,73.09832526473,215.87609733063,239.8724081520833,110.72690913918
PHZ51,8.01263169621,3140.8211829156003,295.8380940539667,69.48319031877,73.00848643159,236.91384410591,258.88083529591665,126.39717057064999
Pa36,4.037903808719999,1846.9655885156903,242.48008126002222,63.05786927671001,66.69928470348,206.4473477603,230.63700312221667,111.03579434940998
Pa405,5.47136229177,2358.18091472004,264.4426748570222,66.06812093071999,71.01520781757,214.78440833131998,240.4822900730833,113.47754966061
Pa91,7.3760964876,2843.1542359272403,312.48761821768886,70.63060806963,75.25089817437001,222.22582701391997,245.8061154749,119.7704314225
SC-Malawi,7.1290935306,2617.7911035525203,326.74695800531106,72.19209791609,77.78401074378,220.94895664409995,245.7832961905667,128.04021910152
SGI061,8.03876620311,2979.90863976699,309.4138098252,67.24007902611001,69.46530022979998,228.79369284893,256.83534912143335,121.26948321894001
UH250,6.268842891589999,2411.16177913339,287.4803379467222,63.033220316489995,65.44188270685,208.59046717637997,232.56477716806668,109.23179932364
UH304,7.0080446390099995,2661.89661547664,296.2246971031,63.60786629088999,65.96207902526001,208.70056969028002,236.3367874008833,108.85614840714001
UH_2500,5.006128175050001,2189.18964079138,258.0950307458556,65.01474905290999,69.04549130355,210.91146778262,237.57797271376663,108.81765850532
UH_6102,6.48482724429,2523.47049100277,290.8049089578444,63.735975859259995,66.50216242196,214.56768681827998,236.62697235251667,109.04240147491001
UH_6179,6.552480128819999,2489.86188418786,293.8919606197222,63.42332005459,66.67687317148999,219.76253312292002,250.30648142563334,114.90603265611999
UH_P024,7.13164346214,2638.3097356667,307.2022776324777,63.254897325620014,66.13341431014001,217.26951154299,248.63959289954997,107.56528732539
UH_P060,6.152850943660001,2348.71370718287,289.84401317544445,63.53302734679001,66.89035706787999,210.41098399439002,235.23528213085,107.14887843881999
UH_P064,6.81195409962,2407.18268358046,311.10393303859996,64.60214578739999,66.78901578701999,218.02813401317002,252.3328077696833,115.07618155321002
UH_P074,6.61609489846,2378.0477072394597,304.51574576501105,62.995258548699994,65.93908616822,212.28511290551,236.66594995148338,112.79384159902001
UH_P087,5.814846812210001,2184.3323202049496,302.77979997063335,63.203014021870004,66.13903318663999,214.5291639184,237.81861968673334,113.82117694014998
UH_P089,6.812306269999999,2656.47037959894,289.38552048968893,65.11998833518001,69.36600850981,210.39296327313,242.4952082588167,107.73858282687999
UH_P104,6.1809354482000005,2321.9049793500803,287.6960089815889,61.881641166529995,64.36637458157,209.62462021767996,235.50937302305002,108.45324026842002
UH_P115,6.65066732503,2660.47458979326,274.88941164853327,64.41245265049,67.50760907904001,217.79011149553997,245.90783042046667,115.60395605674
UH_P128,6.79240766063,2477.27307150834,304.1610558973667,64.21827987029,68.02038843718,212.87784100312996,238.8995256465,113.78107756085001
UH_P148,6.9323445259300005,2461.7855905319298,314.42341970431113,63.548640463449985,66.27044027283999,209.39587422204,239.17208079761664,103.75628150068
UH_S018,7.2088258981900015,2985.7865968741303,276.1924419777222,66.92385730406,71.98702906653,219.85586665070997,240.80534259433333,118.42293975537
UH_S020,7.242590004760001,2749.80886785071,297.6400015572333,68.24168567041,71.73752123787,224.7558736381,252.88141760785,124.93817060302999
UH_S025,6.646692145690001,2625.4856243180598,279.00564865909996,64.76908647729,67.99813137851999,214.43172934354,239.16632873221667,109.99559459254002
Va26,6.947807480520001,2771.6814278596503,296.65820828234445,66.48643377525,71.03727713008999,231.93837094828,254.61173053271668,120.66188946718998
W117,5.697004042190001,2153.4411215205596,289.47404250478894,62.610902315950014,67.69276437834,200.37654553126998,228.1827301053,102.99218568136
W153R,6.17404331819,2232.00734142026,310.02298549373324,63.46168145733001,68.14716162315,216.42081716114998,235.53520055881668,112.06603461826
W182E,5.50895179644,2029.6855768309501,302.71858289091114,62.34308390617001,65.23734859835,206.87111900941,229.27856952674998,105.97540003569
W23,5.19689769264,2369.92444178051,253.63209887736664,66.15896867811,70.56214322296002,228.91732852724,249.4488173873,119.65432320695
W602S,6.13129612784,2781.43644647983,262.94257571242224,65.61163445762,71.50548989562999,213.98948739447002,238.13530590900004,114.31413757863001
W604S,6.49316149588,2465.32800470049,302.8157977647556,68.16543567050999,71.25618025954,218.38512537794,249.15763971703333,116.46794525349
W64A,6.386390061920001,2560.87136826087,294.35463814802216,65.58595535708001,69.24728807859,208.37714604420998,237.07797565515,107.66631679438001
W9,5.06149039391,2346.4677102958904,246.16372629798883,63.53932778295001,68.09117348699002,210.12704374952,232.93422630864998,106.58260560922
W95115,5.621730096290001,2142.0868208088095,292.2169945484889,65.30447610064002,69.83294308134,208.49357376127,229.96348351568335,105.21156152683
Wf9,6.2723466753000015,2454.59209392214,299.68114865441106,66.77988119763,71.88345408911002,219.63927109462003,246.86201418073335,113.07037169328001
